poi_a,poi_b,name_a,name_b,category_a,category_b,itinerary_category_a,itinerary_category_b,latitude_a,longitude_a,latitude_b,longitude_b,distance_m,name_similarity,same_itinerary_category,decision
HYD009052,HYD035942,Naturals,Cera,ice_cream,variety_store,Food,Shopping,17.438583,78.3992291,17.4383413,78.4001302,99.413,0.333,False,Likely Distinct
HYD004604,HYD033612,cafe time,Mehfil Restaurant,coffee,restaurant,Food,Food,17.3672269,78.5216969,17.368092,78.52193,99.434,0.154,True,Likely Distinct
HYD000606,HYD008539,Karachi Bakery,Akshaya Women's hostel,bakery,hostel,Food,Accommodation,17.4428697,78.3553118,17.4429141,78.3543767,99.437,0.167,False,Likely Distinct
HYD000616,HYD033487,Labonel Fine Baking,Icecream Club,bakery,restaurant,Food,Food,17.4540273,78.4972466,17.4541644,78.4981718,99.441,0.125,True,Likely Distinct
HYD031882,HYD032118,Church,Kondapur Saibaba Temple,place_of_worship,place_of_worship,Religion,Religion,17.4634711,78.3643788,17.4627285,78.3648995,99.459,0.138,True,Likely Distinct
HYD005567,HYD009428,Tirupati Electronics,Sareenikethan,electronics,mall,Shopping,Shopping,17.3689714,78.522324,17.368298,78.5229395,99.462,0.303,True,Likely Distinct
HYD001771,HYD031778,Sneha Chicken Shop,YMCA Basketball court,butcher,pitch,Food,Recreation & Sports,17.4417589,78.4990357,17.442625019999998,78.49880568,99.463,0.308,False,Likely Distinct
HYD001823,HYD035254,Cafe Coffee Day,Ratnadeep Super Market,cafe,supermarket,Food,Shopping,17.4418023,78.4469069,17.4417042,78.4459759,99.48,0.27,False,Likely Distinct
HYD004288,HYD005338,Dayals Silks & Sarees,Marks & Spencer,clothes,department_store,Shopping,Shopping,17.4350796,78.4028662,17.4345959,78.4036538,99.481,0.375,True,Likely Distinct
HYD033815,HYD035074,Sarvi Restaurant,Balaji Grand Bazar,restaurant,supermarket,Food,Shopping,17.4051691,78.4518056,17.4059604,78.4513702,99.488,0.353,False,Likely Distinct
HYD005620,HYD005631,New Classic Garden,Shakeel Functional Hall,events_venue,events_venue,Entertainment,Entertainment,17.3762721,78.4300739,17.3761996,78.4310076,99.493,0.146,True,Likely Distinct
HYD004271,HYD031039,Charitha Clothes,LIG A PARK,clothes,park,Shopping,Nature & Outdoors,17.4781104,78.5606749,17.477273200000003,78.56034692,99.494,0.154,False,Likely Distinct
HYD002018,HYD032480,Tiffin center,Small Temple,cafe,place_of_worship,Food,Religion,17.4103182,78.4855958,17.4108917,78.4848772,99.502,0.24,False,Likely Distinct
HYD004332,HYD036145,Jockey Store,Fastrack watch store,clothes,watches,Shopping,Shopping,17.4740382,78.569594,17.4738501,78.5705099,99.503,0.5,True,Likely Distinct
HYD001566,HYD006061,Pan.com,Hilton Gym Obesity clinic,beverages,fitness_centre,Food,Recreation & Sports,17.3949437,78.4351768,17.3947357,78.4360881,99.518,0.188,False,Likely Distinct
HYD006833,HYD009763,Fish market kirana store,Pooja store,grocery,monument,Food,Culture & Heritage,17.3741576,78.4695306,17.37359702,78.46880064,99.522,0.4,False,Likely Distinct
HYD005695,HYD033200,Bronzy Fried Chicken,Annapoorna Darshini Tiffins & Meals,fast_food,restaurant,Food,Food,17.4261484,78.4569628,17.4253327,78.4573464,99.525,0.264,True,Likely Distinct
HYD009199,HYD035262,srinivasa jewllery,Ratnadeep Supermarket,jewelry,supermarket,Shopping,Shopping,17.4942882,78.356181,17.4950161,78.3567251,99.525,0.154,True,Likely Distinct
HYD007034,HYD034831,Sri sai Automobiles,Kotha konda silver palace,hardware,stationery,Shopping,Shopping,17.4761746,78.5673028,17.4756039,78.5680242,99.531,0.227,True,Likely Distinct
HYD005219,HYD034102,healthy glow,viyyala vari vindu,cosmetics,restaurant,Shopping,Food,17.3611008,78.5445275,17.3603338,78.5450091,99.531,0.2,False,Likely Distinct
HYD004265,HYD033872,Carigar,Sri Venkataeswara tiffins,clothes,restaurant,Shopping,Food,17.4764234,78.5676181,17.4755313,78.5676812,99.534,0.188,False,Likely Distinct
HYD032806,HYD033918,st.john the baptist church,Terrace grill,place_of_worship,restaurant,Religion,Food,17.4803419,78.5590583,17.4795433,78.5586367,99.54,0.205,False,Likely Distinct
HYD004369,HYD033581,Levi's exclusive store,Malgudi Restaurant,clothes,restaurant,Shopping,Food,17.4850867,78.3890935,17.4846794,78.3899283,99.582,0.35,False,Likely Distinct
HYD033996,HYD034872,Woodside Hotel,Swaraj Photo &Videography,restaurant,stationery,Food,Shopping,17.4750366,78.5679417,17.4758304,78.5675092,99.592,0.368,False,Likely Distinct
HYD035610,HYD035944,"ValueLine - Hyderabad Sanitaryware, Modular Kitchens",Fabindia,tiles,variety_store,Shopping,Shopping,17.4354059,78.4026428,17.4348172,78.4033489,99.592,0.175,True,Likely Distinct
HYD005033,HYD009151,Delhiwala Sweet Store,Mangatrai Jewelers,confectionery,jewelry,Food,Shopping,17.4276035,78.451608,17.4273838,78.452517,99.592,0.154,False,Likely Distinct
HYD033517,HYD033581,Khandani Rajdhani,Malgudi Restaurant,restaurant,restaurant,Food,Food,17.4840544,78.3892573,17.4846794,78.3899283,99.596,0.457,True,Likely Distinct
HYD001936,HYD003722,Marjan hotel,Masjid El Salam,cafe,church,Food,Religion,17.395472200000004,78.45498928,17.395103,78.4558436,99.609,0.444,False,Likely Distinct
HYD009410,HYD033533,R.S. Brothers,Krithunga Restaurent,mall,restaurant,Shopping,Food,17.4775777,78.5631914,17.4767415,78.5628574,99.616,0.312,False,Likely Distinct
HYD002002,HYD006181,THE STUDY SIP,Canteen,cafe,food_court,Food,Food,17.493429,78.3930988,17.4942586,78.3927471,99.619,0.2,True,Likely Distinct
HYD033718,HYD033943,Pithapuram Chicken Pakodi,Tiffi Canteen,restaurant,restaurant,Food,Food,17.4758162,78.5675276,17.4752534,78.5682569,99.623,0.263,True,Likely Distinct
HYD005692,HYD006196,Bread Shop,Fast Food,fast_food,food_court,Food,Food,17.4549262,78.4090464,17.4546439,78.4099366,99.631,0.211,True,Likely Distinct
HYD008596,HYD009444,Jntu Guest House,"ZUDIO, JNTUH, KPHB",hostel,mall,Accommodation,Shopping,17.4958963,78.3941531,17.4954617,78.3949732,99.635,0.375,False,Likely Distinct
HYD005666,HYD008952,unlimited fashion store,Surabhi Elite,fashion_accessories,hotel,Shopping,Accommodation,17.35813144,78.54533296000001,17.3590256,78.5452907,99.639,0.278,False,Likely Distinct
HYD004495,HYD004547,South Shopping mall Ameerpet,Westside,clothes,clothes,Shopping,Shopping,17.4353734,78.4452594,17.4345337,78.4449343,99.649,0.278,True,Likely Distinct
HYD001829,HYD008903,Cafe Coffee Day,POT POURRI,cafe,hotel,Food,Accommodation,17.442773,78.3556843,17.442993,78.3547748,99.651,0.16,False,Likely Distinct
HYD005826,HYD035120,ISTANBUL AUTHENTIC DONER KEBAB,Foodworld,fast_food,supermarket,Food,Shopping,17.4306846,78.4080527,17.4311866,78.4072757,99.664,0.103,False,Likely Distinct
HYD005074,HYD033307,Vasireddy Swagruha Foods - Ruchi Caterers,Chikpet Donne Biriyani House,confectionery,restaurant,Food,Food,17.4970934,78.3594826,17.4963919,78.3588995,99.667,0.179,True,Likely Distinct
HYD008595,HYD009444,Jntu,"ZUDIO, JNTUH, KPHB",hostel,mall,Accommodation,Shopping,17.4946328,78.3953281,17.4954617,78.3949732,99.675,0.4,False,Likely Distinct
HYD004457,HYD004513,Rekha Fashions,Supriya Womens Fashion,clothes,clothes,Shopping,Shopping,17.4783136,78.5600584,17.4787456,78.5592363,99.68,0.556,True,Likely Distinct
HYD001866,HYD035464,Coffee Cup,Secunderabad Club Swimming Pool,cafe,swimming_pool,Food,Recreation & Sports,17.4540512,78.4972913,17.453215680000003,78.49762892000001,99.683,0.293,False,Likely Distinct
HYD008928,HYD033670,Raju Gari Vantillu,Organic Thali kitchen,hotel,restaurant,Accommodation,Food,17.4473882,78.3919999,17.4476207,78.3910935,99.685,0.308,False,Likely Distinct
HYD001569,HYD033192,Sugar Cane,Amrutha paradise,beverages,restaurant,Food,Food,17.4952902,78.3944975,17.4946659,78.3951704,99.686,0.385,True,Likely Distinct
HYD008905,HYD033370,Palm Villa,Ebony - The Lounge Bar,hotel,restaurant,Accommodation,Food,17.39029387777778,78.31662225555556,17.3894732,78.3162466,99.69,0.067,False,Likely Distinct
HYD005827,HYD035120,ISTANBUL AUTHENTIC DONER KEBAB,Foodworld,fast_food,supermarket,Food,Shopping,17.4306478,78.4080256,17.4311866,78.4072757,99.703,0.103,False,Likely Distinct
HYD005241,HYD034848,JERSEY,Ramdev extension,dairy,stationery,Food,Shopping,17.474572,78.5512315,17.473718,78.5509483,99.712,0.182,False,Likely Distinct
HYD006605,HYD009373,HomeTown,Inorbit Mall Cyberabad,furniture,mall,Shopping,Shopping,17.4348893,78.3866116,17.43399377090909,78.38663236181817,99.715,0.2,True,Likely Distinct
HYD004446,HYD008934,Ramu Tailors,Sana Bawarchi,clothes,hotel,Shopping,Accommodation,17.51589,78.4473,17.5150668,78.4469297,99.721,0.16,False,Likely Distinct
HYD032680,HYD033847,ellamma gudi,Snap Mandi,place_of_worship,restaurant,Religion,Food,17.3285488,78.6048317,17.328554824999998,78.605770625,99.723,0.455,False,Likely Distinct
HYD032046,HYD032221,Hanuman temple,Massjid,place_of_worship,place_of_worship,Religion,Religion,17.3708694,78.4694653,17.3715972,78.4700128,99.726,0.19,True,Likely Distinct
HYD006191,HYD033405,Daniel Food Court,Golconda Chef,food_court,restaurant,Food,Food,17.4446822,78.3924319,17.4455723,78.3925382,99.727,0.267,True,Likely Distinct
HYD004240,HYD034000,Bata Footware,Yum Yum Tree,clothes,restaurant,Shopping,Food,17.4765934,78.5643965,17.4765742,78.5653353,99.73,0.24,False,Likely Distinct
HYD002022,HYD035279,Vindhu Tiffins,Reliance Fresh,cafe,supermarket,Food,Shopping,17.4419954,78.4440716,17.4427877,78.4445099,99.73,0.214,False,Likely Distinct
HYD005817,HYD033568,Hi-Tech Bawarchi,Madhapur Bawarchi,fast_food,restaurant,Food,Food,17.4410683,78.391636,17.4407157,78.3924993,99.737,0.606,True,Likely Distinct
HYD001853,HYD035317,Chai Point,Sampoorna Super mart,cafe,supermarket,Food,Shopping,17.4496259,78.3919495,17.450518,78.39186236,99.739,0.333,False,Likely Distinct
HYD002003,HYD005255,THE STUDY SIP,Vijaya telangana dairy parlour,cafe,dairy,Food,Food,17.4952122,78.3927568,17.4944885,78.3922031,99.742,0.326,True,Likely Distinct
HYD006885,HYD033223,Swan Suites,Ayathi Restaurant,guest_house,restaurant,Accommodation,Food,17.4453553,78.3847305,17.4450565,78.3856161,99.765,0.286,False,Likely Distinct
HYD004358,HYD004472,LEVEIS CLOTHES,Roopnikhar,clothes,clothes,Shopping,Shopping,17.4785481,78.5596121,17.4781828,78.5604699,99.768,0.167,True,Likely Distinct
HYD004315,HYD031039,Haryana Handloom,LIG A PARK,clothes,park,Shopping,Nature & Outdoors,17.4780526,78.5608107,17.477273200000003,78.56034692,99.77,0.154,False,Likely Distinct
HYD004434,HYD008934,Priyanka Cloth Store,Sana Bawarchi,clothes,hotel,Shopping,Accommodation,17.5159372,78.4467057,17.5150668,78.4469297,99.771,0.364,False,Likely Distinct
HYD005196,HYD005690,Bath & Body Works,Bhaskar Chat Bandar,cosmetics,fast_food,Shopping,Food,17.4836469,78.3890946,17.4845098,78.3893485,99.771,0.235,False,Likely Distinct
HYD033589,HYD033722,ManiChandana Restaurant,Pizza Hut,restaurant,restaurant,Food,Food,17.4414246,78.3598766,17.4414476,78.3589374,99.782,0.25,True,Likely Distinct
HYD008829,HYD033807,Hotel Pearl Regency,Santosh Dabha,hotel,restaurant,Accommodation,Food,17.40256678,78.46311928,17.4018978,78.4624939,99.787,0.188,False,Likely Distinct
HYD005665,HYD030848,Sakhi Fancy Bangle Store Maggam Works,Sri Amarjyothi Traders,fashion_accessories,paint,Shopping,Shopping,17.4199997,78.5653558,17.4191034,78.5653386,99.793,0.271,True,Likely Distinct
HYD006037,HYD006639,Crag Studio( Rock Climbing Gym ),Svk art gallery,fitness_centre,gallery,Recreation & Sports,Culture & Heritage,17.435012060000002,78.35974902000001,17.4341191,78.3596661,99.794,0.273,False,Likely Distinct
HYD000183,HYD032100,Indira Gandhi statue,Kanaka Durga Temple,artwork,place_of_worship,Culture & Heritage,Religion,17.3683494,78.5250179,17.3688036,78.5258281,99.804,0.41,False,Likely Distinct
HYD032260,HYD032310,Nava Graha Temple,Qutub Masjid Mosque,place_of_worship,place_of_worship,Religion,Religion,17.4982716,78.3576931,17.4984077,78.3567642,99.812,0.167,True,Likely Distinct
HYD009115,HYD009132,Carat Lane,Joyalukkas,jewelry,jewelry,Shopping,Shopping,17.4286292,78.4532047,17.4277503,78.45339088333334,99.817,0.2,True,Likely Distinct
HYD005180,HYD035244,jaya steel palace,Ratnadeep,convenience,supermarket,Shopping,Shopping,17.3308561,78.569402,17.330052,78.568986,99.822,0.385,True,Likely Distinct
HYD004550,HYD005759,Westside,Domino's,clothes,fast_food,Shopping,Food,17.4421517,78.3591109,17.441271,78.358934,99.824,0.125,False,Likely Distinct
HYD031039,HYD034812,LIG A PARK,Adithi Goi,park,stationery,Nature & Outdoors,Shopping,17.477273200000003,78.56034692,17.4781102,78.5606847,99.843,0.2,False,Likely Distinct
HYD006215,HYD034818,Pan Mahal,Bisleri,food_court,stationery,Food,Shopping,17.474523,78.5682993,17.473918,78.5689935,99.859,0.125,False,Likely Distinct
HYD001598,HYD005752,Book Selection Centre,Dadu's,books,fast_food,Shopping,Food,17.4416828,78.4888218,17.441481,78.4879056,99.866,0.148,False,Likely Distinct
HYD000180,HYD004233,Indhira Gandhi Bust,Ayappa Matching Centre,artwork,clothes,Culture & Heritage,Shopping,17.4190599,78.5651672,17.4199198,78.5654352,99.866,0.146,False,Likely Distinct
HYD005245,HYD033246,Milk shake factory,Bawarchi,dairy,restaurant,Food,Food,17.4415455,78.3583761,17.44130972,78.35928334,99.866,0.077,True,Likely Distinct
HYD004395,HYD005854,Max,KFC,clothes,fast_food,Shopping,Food,17.4980797,78.3900308,17.4984371,78.3891683,99.87,0.0,False,Likely Distinct
HYD004338,HYD033963,Kaira,Udupi Uphar,clothes,restaurant,Shopping,Food,17.4410469,78.3597649,17.4409145,78.360695,99.877,0.25,False,Likely Distinct
HYD000612,HYD033225,Keshav Reddy Sweets,B- Eats,bakery,restaurant,Food,Food,17.4434527,78.3871634,17.4431896,78.3880625,99.881,0.32,True,Likely Distinct
HYD035173,HYD035419,Lakshmi super marked,sai baba kirana and general store,supermarket,supermarket,Shopping,Shopping,17.329421879999998,78.58007162,17.3285653,78.5797916,99.885,0.302,True,Likely Distinct
HYD009141,HYD033534,Lalitha Jewellers,Kritugua,jewelry,restaurant,Shopping,Food,17.4290618,78.4546857,17.4283748,78.4552907,99.887,0.24,False,Likely Distinct
HYD004443,HYD034668,Ramraj Cotton,Bata,clothes,shoes,Shopping,Shopping,17.4324332,78.4467229,17.4315948,78.4470582,99.894,0.235,True,Likely Distinct
HYD005742,HYD032790,Chicken pakodi,siri womens pg,fast_food,place_of_worship,Food,Religion,17.4408039,78.3602769,17.4401231,78.359664,99.904,0.357,False,Likely Distinct
HYD008980,HYD033372,Treebo Pride Inn Raidurg,Emerald Mithai Shop,hotel,restaurant,Accommodation,Food,17.4200773,78.379656,17.4208817,78.3792387,99.914,0.233,False,Likely Distinct
HYD006640,HYD033406,Tanjore Paintings Art Gallery,Golconda Chefs,gallery,restaurant,Culture & Heritage,Food,17.4468259,78.3931828,17.4462385,78.3924715,99.914,0.14,False,Likely Distinct
HYD005586,HYD005616,B.K. Bhavan,Mohini Functional Hall,events_venue,events_venue,Entertainment,Entertainment,17.3775174,78.4380294,17.3784085,78.4379162,99.923,0.25,True,Likely Distinct
HYD001847,HYD008801,Chai Buster,Grand Continent,cafe,hotel,Food,Accommodation,17.4257686,78.3294351,17.4266608,78.3295403,99.946,0.231,False,Likely Distinct
HYD033509,HYD033670,Kalinga's Kitchen,Organic Thali kitchen,restaurant,restaurant,Food,Food,17.4469404,78.3917078,17.4476207,78.3910935,99.959,0.579,True,Likely Distinct
HYD000513,HYD031083,Bakery,Oxygen Park,bakery,park,Food,Nature & Outdoors,17.3528878,78.5563781,17.35254082,78.55551002,99.96,0.235,False,Likely Distinct
HYD033288,HYD033843,Cafe Bawarchi,Sitara Grand,restaurant,restaurant,Food,Food,17.3449952,78.5525409,17.3458931,78.5525297,99.961,0.16,True,Likely Distinct
HYD004265,HYD004309,Carigar,Gokulam,clothes,clothes,Shopping,Shopping,17.4764234,78.5676181,17.4756167,78.5680322,99.993,0.143,True,Likely Distinct
HYD001767,HYD001780,Sholay Mutton Shop,sholay mutton shop,butcher,butcher,Food,Food,17.395450959999998,78.53648966,17.395450959999998,78.53648966,0.0,1.0,True,Potential Duplicate
HYD033186,HYD033187,Amber,Amber,restaurant,restaurant,Food,Food,17.4367771,78.3891419,17.4367769,78.3891418,0.025,1.0,True,Potential Duplicate
HYD034820,HYD034821,Datta Stationery,Datta Stationery,stationery,stationery,Shopping,Shopping,17.3458025,78.5465505,17.34580426,78.54655127999999,0.213,1.0,True,Potential Duplicate
HYD032295,HYD032306,Pochamma Temple,Pochamma temple,place_of_worship,place_of_worship,Religion,Religion,17.5057783,78.3184313,17.505775840000002,78.31843124,0.274,1.0,True,Potential Duplicate
HYD032747,HYD032748,pochamma thali temple,pochamma thali temple,place_of_worship,place_of_worship,Religion,Religion,17.5155128,78.4268415,17.515512219999998,78.42683736000001,0.444,1.0,True,Potential Duplicate
HYD033977,HYD033978,Venkateshwara Tiffin Center,Venkateshwara Tiffin Center,restaurant,restaurant,Food,Food,17.3292393,78.2732964,17.3292328,78.2732998,0.809,1.0,True,Potential Duplicate
HYD035069,HYD035070,Anand Super market,Anand supermarket,supermarket,supermarket,Shopping,Shopping,17.3474607,78.5473148,17.34746912,78.54731634,0.951,0.971,True,Potential Duplicate
HYD008588,HYD008592,International hostel,JNTU International Hostel,hostel,hostel,Accommodation,Accommodation,17.4902702,78.3892953,17.4902641,78.3893017,0.961,0.889,True,Potential Duplicate
HYD008755,HYD008756,sri vijaya laxmi,sri vijaya laxmi,hostel,hostel,Accommodation,Accommodation,17.4405714,78.4414623,17.4405718,78.44147208,1.04,1.0,True,Potential Duplicate
HYD033844,HYD033845,Siva Sai Biryani Point,Siva Sai Biryani Point,restaurant,restaurant,Food,Food,17.495962,78.452397,17.495959,78.452407,1.113,1.0,True,Potential Duplicate
HYD000589,HYD000590,KS Bakers,KS Bakers,bakery,bakery,Food,Food,17.441682,78.3579946,17.4416808,78.358006,1.218,1.0,True,Potential Duplicate
HYD001614,HYD001615,Pen 'N' Paper Stationary & More,Pen 'N' Paper Stationary & More,books,books,Shopping,Shopping,17.2491554,78.3315673,17.24916606,78.33157242,1.305,1.0,True,Potential Duplicate
HYD000560,HYD000561,Dolphin,Dophin,bakery,bakery,Food,Food,17.4234709,78.5461301,17.4234653,78.54614131999999,1.345,0.923,True,Potential Duplicate
HYD004305,HYD004306,Gas,Gas,clothes,clothes,Shopping,Shopping,17.4340597,78.4050505,17.434071,78.4050442,1.425,1.0,True,Potential Duplicate
HYD032062,HYD032063,House of peace prayer hall,House of peace prayer hall,place_of_worship,place_of_worship,Religion,Religion,17.4511424,78.4450655,17.451154980000002,78.44506282,1.429,1.0,True,Potential Duplicate
HYD008939,HYD008940,Shaghouse Cafe,Shaghouse Cafe,hotel,hotel,Accommodation,Accommodation,17.3480136,78.4708349,17.348018120000003,78.47082192,1.468,1.0,True,Potential Duplicate
HYD005721,HYD005732,Catering,Catering,fast_food,fast_food,Food,Food,17.4326877,78.5026921,17.4326908,78.5026786,1.475,1.0,True,Potential Duplicate
HYD031794,HYD031795,ABU BAKAR MASJID,ABU BAKR MASJID,place_of_worship,place_of_worship,Religion,Religion,17.4510809,78.5248079,17.45108926,78.52479702,1.484,0.968,True,Potential Duplicate
HYD000656,HYD000657,Shree bakery,Shree bakery,bakery,bakery,Food,Food,17.5018792,78.5892786,17.50187716,78.5892646,1.504,1.0,True,Potential Duplicate
HYD009584,HYD009585,Damodaram Sanjeevaiah Memorial,Damodaram Sanjeevaiah Memorial,memorial,memorial,Culture & Heritage,Culture & Heritage,17.4320459,78.4779496,17.43205892,78.47794544000001,1.515,1.0,True,Potential Duplicate
HYD033483,HYD033484,IRA Kitchen and Bar,IRA Kitchen and Bar,restaurant,restaurant,Food,Food,17.4543538,78.2843012,17.45436758,78.28429724,1.591,1.0,True,Potential Duplicate
HYD004303,HYD004306,GAS,Gas,clothes,clothes,Shopping,Shopping,17.4340623,78.4050323,17.434071,78.4050442,1.592,1.0,True,Potential Duplicate
HYD035280,HYD035298,Reliance Fresh,Reliance Fresh,supermarket,supermarket,Shopping,Shopping,17.4385109,78.4481174,17.43852062,78.44810608,1.617,1.0,True,Potential Duplicate
HYD031847,HYD031848,Bethel Gospel Church,Bethel Gospel Church,place_of_worship,place_of_worship,Religion,Religion,17.3504408,78.560009,17.35044384,78.56002426,1.656,1.0,True,Potential Duplicate
HYD006100,HYD006101,V2 Fitness Zone,V2 Fitness Zone,fitness_centre,fitness_centre,Recreation & Sports,Recreation & Sports,17.4847757,78.5475295,17.484761916666667,78.54752355000001,1.659,1.0,True,Potential Duplicate
HYD032450,HYD032454,Shivalayam Temple,Shivalayam Temple,place_of_worship,place_of_worship,Religion,Religion,17.5099466,78.4047926,17.509961614285714,78.40478841428572,1.73,1.0,True,Potential Duplicate
HYD008649,HYD008650,PG Girls Hostel,PG Girls Hostel,hostel,hostel,Accommodation,Accommodation,17.5905717,78.4196179,17.590586539999997,78.41960940000001,1.883,1.0,True,Potential Duplicate
HYD000699,HYD000700,ss bakery,ss bakery,bakery,bakery,Food,Food,17.4846331,78.3936596,17.484630539999998,78.39364148000001,1.945,1.0,True,Potential Duplicate
HYD004303,HYD004305,GAS,Gas,clothes,clothes,Shopping,Shopping,17.4340623,78.4050323,17.4340597,78.4050505,1.955,1.0,True,Potential Duplicate
HYD000138,HYD000139,Golconda Jail,Golconda Jail,archaeological_site,archaeological_site,Culture & Heritage,Culture & Heritage,17.3896604,78.3964049,17.38966198,78.39642404,2.04,1.0,True,Potential Duplicate
HYD009362,HYD009363,Dmart,Dmart,mall,mall,Shopping,Shopping,17.3497602,78.5474855,17.34977262,78.5474707,2.093,1.0,True,Potential Duplicate
HYD035165,HYD035166,Kirana ghar,Kirana ghar,supermarket,supermarket,Shopping,Shopping,17.4011413,78.4887277,17.4011249,78.4887156,2.233,1.0,True,Potential Duplicate
HYD000151,HYD000152,Indian Arts Banners,Indian Arts Banners,art,art,Culture & Heritage,Culture & Heritage,17.3362421,78.5745577,17.33626076,78.57454952,2.252,1.0,True,Potential Duplicate
HYD033564,HYD033627,MR MANDI,Mr Mandi,restaurant,restaurant,Food,Food,17.4085335,78.5986497,17.408553480000002,78.59864378,2.311,1.0,True,Potential Duplicate
HYD032517,HYD032518,Sri Mallikarjuna Swamy Temple,Sri Mallikarjuna Swamy Temple,place_of_worship,place_of_worship,Religion,Religion,17.5147747,78.661685,17.51477264,78.66166315999999,2.331,1.0,True,Potential Duplicate
HYD009051,HYD009052,Naturals,Naturals,ice_cream,ice_cream,Food,Food,17.438569,78.3992127,17.438583,78.3992291,2.337,1.0,True,Potential Duplicate
HYD005710,HYD005728,Catering,Catering,fast_food,fast_food,Food,Food,17.4332662,78.5004232,17.4332653,78.5003984,2.636,1.0,True,Potential Duplicate
HYD005539,HYD009455,RELIANCE DIGITAL,reliance digital mall,electronics,mall,Shopping,Shopping,17.4049078,78.51505086,17.4048907,78.5150701,2.793,0.865,True,Potential Duplicate
HYD005803,HYD005804,Fast Food,Fast Food,fast_food,fast_food,Food,Food,17.494254,78.3927976,17.4942356,78.3928192,3.075,1.0,True,Potential Duplicate
HYD032271,HYD032738,Omkareshwara temple,omkareshwar Temple,place_of_worship,place_of_worship,Religion,Religion,17.3705,78.469813,17.370482,78.46979066666667,3.105,0.973,True,Potential Duplicate
HYD009377,HYD009378,KLM Shopping Mall,KLM shopping Mall,mall,mall,Shopping,Shopping,17.3409616,78.5636185,17.3409886,78.56360956,3.152,1.0,True,Potential Duplicate
HYD031247,HYD031248,jurrasi park,jurrasic park,park,park,Nature & Outdoors,Nature & Outdoors,17.3471428,78.4489057,17.3471311,78.4488768,3.334,0.96,True,Potential Duplicate
HYD000587,HYD005846,KFC,KFC,bakery,fast_food,Food,Food,17.395004,78.4758433,17.3950308,78.4758292,3.338,1.0,True,Potential Duplicate
HYD004364,HYD004365,Lakshmi Saree Centre,Lakshmi Saree Centre,clothes,clothes,Shopping,Shopping,17.4619022,78.3518222,17.461886099999997,78.35185015,3.468,1.0,True,Potential Duplicate
HYD008618,HYD008619,Mahadev Boys Hostel,Mahadev Boys Hostel,hostel,hostel,Accommodation,Accommodation,17.5628966,78.4509727,17.5629281,78.4509681,3.54,1.0,True,Potential Duplicate
HYD005715,HYD005716,Catering,Catering,fast_food,fast_food,Food,Food,17.4328038,78.5016649,17.4327939,78.5016324,3.623,1.0,True,Potential Duplicate
HYD033299,HYD034020,Chaitanya Food Court,chaitanya food court,restaurant,restaurant,Food,Food,17.4851811,78.39058882,17.4851485,78.3905901,3.632,1.0,True,Potential Duplicate
HYD032543,HYD032544,Sri Sita Rama Chandra Swami Temple,Sri Sita Rama Chandra Swami Temple,place_of_worship,place_of_worship,Religion,Religion,17.2572261,78.3450774,17.2572489,78.34505226,3.684,1.0,True,Potential Duplicate
HYD032787,HYD032788,shree veera hunaman temple,shreeveera hanuman temple,place_of_worship,place_of_worship,Religion,Religion,17.51662128,78.42766257999999,17.5165897,78.4276782,3.887,0.902,True,Potential Duplicate
HYD033325,HYD033326,Country Oven,Country Oven,restaurant,restaurant,Food,Food,17.4303405,78.4381599,17.430376419999998,78.43815576,4.023,1.0,True,Potential Duplicate
HYD008571,HYD008573,Girls Hostel,Girls Hostel,hostel,hostel,Accommodation,Accommodation,17.5062747,78.487566,17.506275428571428,78.48752758571428,4.081,1.0,True,Potential Duplicate
HYD004348,HYD004489,Keshav Collections,Sharon Collections,clothes,clothes,Shopping,Shopping,17.4198475,78.5655163,17.4198699,78.5654853,4.13,0.833,True,Potential Duplicate
HYD006068,HYD006069,KK GYm,KK Gym,fitness_centre,fitness_centre,Recreation & Sports,Recreation & Sports,17.4996899,78.5931556,17.4997272,78.59315006,4.194,1.0,True,Potential Duplicate
HYD005248,HYD005249,Santosh Kirana & General Store,Santosh Kirana & General Store,dairy,dairy,Food,Food,17.4843729,78.3073964,17.4844097,78.3073846,4.284,1.0,True,Potential Duplicate
HYD004258,HYD004569,Brand factory,brand factory,clothes,clothes,Shopping,Shopping,17.392412,78.4775694,17.392438,78.4775396,4.289,1.0,True,Potential Duplicate
HYD003794,HYD035573,SVC Theatre,SVC Theatre,cinema,theatre,Entertainment,Entertainment,17.513403,78.2866416,17.513440700000004,78.28663322,4.29,1.0,True,Potential Duplicate
HYD005501,HYD005503,Bajaj Electronics,Bajaj electronics,electronics,electronics,Shopping,Shopping,17.3991227,78.53805073999999,17.3991007,78.5380842,4.316,1.0,True,Potential Duplicate
HYD035316,HYD035317,Sampoorna Super Mart,Sampoorna Super mart,supermarket,supermarket,Shopping,Shopping,17.4505044,78.3918238,17.450518,78.39186236,4.366,1.0,True,Potential Duplicate
HYD031198,HYD031319,Vemana Colony Park,vemana colony park,park,park,Nature & Outdoors,Nature & Outdoors,17.5048364,78.31635,17.5048742,78.31633894000001,4.369,1.0,True,Potential Duplicate
HYD032382,HYD032766,Sai baba temple,sai baba temple,place_of_worship,place_of_worship,Religion,Religion,17.4969714,78.3257937,17.49693182,78.32578869999999,4.438,1.0,True,Potential Duplicate
